"id","title","year","quarter_num","month_num","day_of_week_num","date_published","duration1","country","worldwide_gross_income","languages","production_company","day_of_week","time_period","month","duration","name_id","director_name","height","date_of_birth","genre","avg_rating","total_votes","median_rating"
"tt3378384","Tapestry",2019,1,1,5,"2019-01-10",98,"USA","","English","Massive Film Project","Thursday","weekday","January","Standard","nm1153918","Ken Kushner",0,"1965-02-17","Family",3.2,144,5
"tt3396208","12 Round Gun",2018,4,11,6,"2018-11-16",92,"USA","","English","Entelechy Films","Friday","weekday","November","Standard","nm1403732","Sam Upton",84,"1978-05-22","Drama",4.6,177,5
"tt3398808","El club de los buenos infieles",2018,1,3,5,"2018-03-29",90,"Spain","$ 60428","Spanish","WKND","Thursday","weekday","March","Standard","nm1302290","Lluís Segura",0,"","Comedy",5.6,382,6
"tt3401174","Revengeance",2019,4,10,3,"2019-10-15",75,"USA","","English","Schortcut Films","Tuesday","weekday","October","Short ","nm0687739","Bill Plympton",200,"1946-04-30","Action",6.5,104,7
"tt3401174","Revengeance",2019,4,10,3,"2019-10-15",75,"USA","","English","Schortcut Films","Tuesday","weekday","October","Short ","nm0687739","Bill Plympton",200,"1946-04-30","Comedy",6.5,104,7
"tt3401174","Revengeance",2019,4,10,3,"2019-10-15",75,"USA","","English","Schortcut Films","Tuesday","weekday","October","Short ","nm1621651","Jim Lujan",0,"","Action",6.5,104,7
"tt3401174","Revengeance",2019,4,10,3,"2019-10-15",75,"USA","","English","Schortcut Films","Tuesday","weekday","October","Short ","nm1621651","Jim Lujan",0,"","Comedy",6.5,104,7
"tt3401882","Fist Fight",2017,1,3,6,"2017-03-03",91,"USA","$ 41087017","English","New Line Cinema","Friday","weekday","March","Standard","nm0007193","Richie Keen",0,"","Comedy",5.6,36526,6
"tt3401962","Einstein and Einstein",2018,4,12,6,"2018-12-07",119,"China","$ 7448509","","Beijing Standard Image Culture","Friday","weekday","December","Standard","nm3148857","Baoping Cao",0,"","Drama",7.5,605,8
"tt3404246","Nachthelle",2018,4,12,3,"2018-12-25",86,"Germany","","German","Almost Famous Film- und Medienproduktion","Tuesday","weekday","December","Short ","nm2264935","Florian Gottschick",0,"1981-08-20","Drama",5.1,1106,5
"tt3404246","Nachthelle",2018,4,12,3,"2018-12-25",86,"Germany","","German","Almost Famous Film- und Medienproduktion","Tuesday","weekday","December","Short ","nm2264935","Florian Gottschick",0,"1981-08-20","Mystery",5.1,1106,5
"tt3405236","Raees",2017,1,1,4,"2017-01-25",143,"India","$ 8428190","Hindi","Excel Entertainment","Wednesday","weekday","January","Long","nm1194320","Rahul Dholakia",0,"","Action",6.8,37644,8
"tt3405236","Raees",2017,1,1,4,"2017-01-25",143,"India","$ 8428190","Hindi","Excel Entertainment","Wednesday","weekday","January","Long","nm1194320","Rahul Dholakia",0,"","Crime",6.8,37644,8
"tt3405236","Raees",2017,1,1,4,"2017-01-25",143,"India","$ 8428190","Hindi","Excel Entertainment","Wednesday","weekday","January","Long","nm1194320","Rahul Dholakia",0,"","Drama",6.8,37644,8
"tt3411444","Ferdinand",2017,4,12,7,"2017-12-09",108,"USA, Spain","$ 296069199","English, Spanish, German","Blue Sky Studios","Saturday","weekend","December","Standard","nm0757858","Carlos Saldanha",0,"1965-01-24","Adventure",6.7,42476,7
"tt3411444","Ferdinand",2017,4,12,7,"2017-12-09",108,"USA, Spain","$ 296069199","English, Spanish, German","Blue Sky Studios","Saturday","weekend","December","Standard","nm0757858","Carlos Saldanha",0,"1965-01-24","Comedy",6.7,42476,7
"tt3415358","Rabbit",2018,3,8,5,"2018-08-30",103,"Australia","","","Longshot","Thursday","weekday","August","Standard","nm3317227","Luke Shanahan",0,"","Thriller",5.1,318,5
"tt3416536","Hot Summer Nights",2018,3,7,6,"2018-07-27",107,"USA","$ 246133","English","Imperative Entertainment","Friday","weekday","July","Standard","nm6166094","Elijah Bynum",0,"","Comedy",6.4,9009,7
"tt3416536","Hot Summer Nights",2018,3,7,6,"2018-07-27",107,"USA","$ 246133","English","Imperative Entertainment","Friday","weekday","July","Standard","nm6166094","Elijah Bynum",0,"","Crime",6.4,9009,7
"tt3416536","Hot Summer Nights",2018,3,7,6,"2018-07-27",107,"USA","$ 246133","English","Imperative Entertainment","Friday","weekday","July","Standard","nm6166094","Elijah Bynum",0,"","Drama",6.4,9009,7
"tt3418064","A Place in Hell",2018,2,4,3,"2018-04-03",85,"USA","","English","Cufflink Productions","Tuesday","weekday","April","Short ","nm1237255","David Boorboor",0,"","Horror",3.0,212,3
"tt3418064","A Place in Hell",2018,2,4,3,"2018-04-03",85,"USA","","English","Cufflink Productions","Tuesday","weekday","April","Short ","nm1237255","David Boorboor",0,"","Thriller",3.0,212,3
"tt3429340","Zona Zamfirova-drugi deo",2017,1,1,3,"2017-01-24",90,"Serbia","$ 1404","Serbian","RTV Pink","Tuesday","weekday","January","Standard","nm2514599","Jug Radivojevic",0,"1972-03-01","Drama",4.5,320,5
"tt3429340","Zona Zamfirova-drugi deo",2017,1,1,3,"2017-01-24",90,"Serbia","$ 1404","Serbian","RTV Pink","Tuesday","weekday","January","Standard","nm2514599","Jug Radivojevic",0,"1972-03-01","Romance",4.5,320,5
"tt3444008","Land of the Little People",2017,3,7,4,"2017-07-05",83,"Israel, Palestine","","Hebrew","Fresco Films","Wednesday","weekday","July","Short ","nm1477697","Yaniv Berman",0,"1905-05-30","Adventure",6.5,336,9
"tt3444008","Land of the Little People",2017,3,7,4,"2017-07-05",83,"Israel, Palestine","","Hebrew","Fresco Films","Wednesday","weekday","July","Short ","nm1477697","Yaniv Berman",0,"1905-05-30","Drama",6.5,336,9
"tt3444008","Land of the Little People",2017,3,7,4,"2017-07-05",83,"Israel, Palestine","","Hebrew","Fresco Films","Wednesday","weekday","July","Short ","nm1477697","Yaniv Berman",0,"1905-05-30","Thriller",6.5,336,9
"tt3445702","1/1",2018,3,7,7,"2018-07-07",85,"USA","","English","Narrator Entertainment","Saturday","weekend","July","Short ","nm5469372","Jeremy Phillips",0,"","Drama",7.3,2347,9
"tt3449006","Found Footage 3D",2018,4,10,6,"2018-10-26",100,"USA","","English","FF3D","Friday","weekday","October","Standard","nm3342252","Steven DeGennaro",0,"","Horror",5.1,1376,6
"tt3458760","The Lucky Man",2018,1,1,3,"2018-01-16",98,"USA","$ 25015","English","Lucky Films","Tuesday","weekday","January","Standard","nm3179896","Norman Gregory McGuire",200,"1970-01-06","Action",5.6,1706,8
"tt3458760","The Lucky Man",2018,1,1,3,"2018-01-16",98,"USA","$ 25015","English","Lucky Films","Tuesday","weekday","January","Standard","nm3179896","Norman Gregory McGuire",200,"1970-01-06","Drama",5.6,1706,8
"tt3458760","The Lucky Man",2018,1,1,3,"2018-01-16",98,"USA","$ 25015","English","Lucky Films","Tuesday","weekday","January","Standard","nm3179896","Norman Gregory McGuire",200,"1970-01-06","Sci-Fi",5.6,1706,8
"tt3465026","Palm Swings",2017,4,10,3,"2017-10-03",95,"USA","","English","Code Blue Pictures","Tuesday","weekday","October","Standard","nm0388594","Sean Hoessli",0,"","Comedy",4.5,527,5
"tt3465026","Palm Swings",2017,4,10,3,"2017-10-03",95,"USA","","English","Code Blue Pictures","Tuesday","weekday","October","Standard","nm0388594","Sean Hoessli",0,"","Drama",4.5,527,5
"tt3465026","Palm Swings",2017,4,10,3,"2017-10-03",95,"USA","","English","Code Blue Pictures","Tuesday","weekday","October","Standard","nm0388594","Sean Hoessli",0,"","Romance",4.5,527,5
"tt3469798","Órbita 9",2017,2,4,6,"2017-04-07",95,"Spain, Colombia","$ 297682","Spanish, English","Cactus Flower","Friday","weekday","April","Standard","nm1523747","Hatem Khraiche",0,"1905-05-29","Drama",5.9,5482,6
"tt3469798","Órbita 9",2017,2,4,6,"2017-04-07",95,"Spain, Colombia","$ 297682","Spanish, English","Cactus Flower","Friday","weekday","April","Standard","nm1523747","Hatem Khraiche",0,"1905-05-29","Romance",5.9,5482,6
"tt3469798","Órbita 9",2017,2,4,6,"2017-04-07",95,"Spain, Colombia","$ 297682","Spanish, English","Cactus Flower","Friday","weekday","April","Standard","nm1523747","Hatem Khraiche",0,"1905-05-29","Sci-Fi",5.9,5482,6
"tt3470600","Sing",2017,1,1,6,"2017-01-27",108,"Japan, USA","$ 634151679","English, Japanese, Ukrainian","Dentsu","Friday","weekday","January","Standard","nm1134029","Garth Jennings",0,"1905-05-25","Comedy",7.1,120905,7
"tt3470600","Sing",2017,1,1,6,"2017-01-27",108,"Japan, USA","$ 634151679","English, Japanese, Ukrainian","Dentsu","Friday","weekday","January","Standard","nm1134029","Garth Jennings",0,"1905-05-25","Family",7.1,120905,7
"tt3470600","Sing",2017,1,1,6,"2017-01-27",108,"Japan, USA","$ 634151679","English, Japanese, Ukrainian","Dentsu","Friday","weekday","January","Standard","nm2888554","Christophe Lourdelet",0,"","Comedy",7.1,120905,7
"tt3470600","Sing",2017,1,1,6,"2017-01-27",108,"Japan, USA","$ 634151679","English, Japanese, Ukrainian","Dentsu","Friday","weekday","January","Standard","nm2888554","Christophe Lourdelet",0,"","Family",7.1,120905,7
"tt3479530","Teenkahon",2017,2,6,1,"2017-06-11",124,"India","","Bengali","A Little Lamb Films Production","Sunday","weekend","June","Long","nm5695557","Bauddhayan Mukherji",0,"","Comedy",7.5,184,8
"tt3479530","Teenkahon",2017,2,6,1,"2017-06-11",124,"India","","Bengali","A Little Lamb Films Production","Sunday","weekend","June","Long","nm5695557","Bauddhayan Mukherji",0,"","Drama",7.5,184,8
"tt3479530","Teenkahon",2017,2,6,1,"2017-06-11",124,"India","","Bengali","A Little Lamb Films Production","Sunday","weekend","June","Long","nm5695557","Bauddhayan Mukherji",0,"","Mystery",7.5,184,8
"tt3486080","Lancaster Skies",2019,1,2,4,"2019-02-27",98,"UK","$ 67522","","Tin Hat Productions (II)","Wednesday","weekday","February","Standard","nm5098915","Callum Burn",0,"","Action",4.9,961,8
"tt3486080","Lancaster Skies",2019,1,2,4,"2019-02-27",98,"UK","$ 67522","","Tin Hat Productions (II)","Wednesday","weekday","February","Standard","nm5098915","Callum Burn",0,"","Drama",4.9,961,8
"tt3486626","The Nut Job 2: Nutty by Nature",2017,3,8,6,"2017-08-11",91,"Canada","$ 65146020","English","ToonBox Entertainment","Friday","weekday","August","Standard","nm2117510","Cal Brunker",0,"","Adventure",5.4,5121,6
"tt3486626","The Nut Job 2: Nutty by Nature",2017,3,8,6,"2017-08-11",91,"Canada","$ 65146020","English","ToonBox Entertainment","Friday","weekday","August","Standard","nm2117510","Cal Brunker",0,"","Comedy",5.4,5121,6
"tt3487610","Malevolence 3: Killer",2018,4,10,6,"2018-10-12",89,"USA","","English","Mena Films","Friday","weekday","October","Short ","nm1496042","Stevan Mena",0,"","Horror",6.1,1693,9
"tt3496790","Lez Bomb",2018,4,11,6,"2018-11-09",90,"USA","","English","Sprockefeller Pictures","Friday","weekday","November","Standard","nm2180059","Jenna Laurenzo",0,"","Comedy",5.0,730,5
"tt3496790","Lez Bomb",2018,4,11,6,"2018-11-09",90,"USA","","English","Sprockefeller Pictures","Friday","weekday","November","Standard","nm2180059","Jenna Laurenzo",0,"","Drama",5.0,730,5
"tt3497596","Zaba",2018,1,1,2,"2018-01-01",78,"Bosnia and Herzegovina, Republic of Macedonia, Serbia, Croatia","$ 991","Bosnian","Refresh Production","Monday","weekday","January","Short ","nm1030346","Elmir Jukic",0,"","Drama",7.5,242,8
"tt3499358","A Demon Within",2018,1,1,6,"2018-01-12",91,"USA","","English","Zoe and Pebbles Productions","Friday","weekday","January","Standard","nm6146593","Ayush Banker",0,"","Drama",3.3,565,4
"tt3499358","A Demon Within",2018,1,1,6,"2018-01-12",91,"USA","","English","Zoe and Pebbles Productions","Friday","weekday","January","Standard","nm6146593","Ayush Banker",0,"","Horror",3.3,565,4
"tt3499358","A Demon Within",2018,1,1,6,"2018-01-12",91,"USA","","English","Zoe and Pebbles Productions","Friday","weekday","January","Standard","nm6146593","Ayush Banker",0,"","Romance",3.3,565,4
"tt3499358","A Demon Within",2018,1,1,6,"2018-01-12",91,"USA","","English","Zoe and Pebbles Productions","Friday","weekday","January","Standard","nm6146940","Justin LaReau",200,"","Drama",3.3,565,4
"tt3499358","A Demon Within",2018,1,1,6,"2018-01-12",91,"USA","","English","Zoe and Pebbles Productions","Friday","weekday","January","Standard","nm6146940","Justin LaReau",200,"","Horror",3.3,565,4
"tt3499358","A Demon Within",2018,1,1,6,"2018-01-12",91,"USA","","English","Zoe and Pebbles Productions","Friday","weekday","January","Standard","nm6146940","Justin LaReau",200,"","Romance",3.3,565,4
"tt3499542","Black Ruby",2017,3,7,2,"2017-07-03",91,"USA","","English, Hebrew","Ave Fenix Pictures","Monday","weekday","July","Standard","nm6160730","La Raza",0,"","Drama",7.6,559,8
"tt3499542","Black Ruby",2017,3,7,2,"2017-07-03",91,"USA","","English, Hebrew","Ave Fenix Pictures","Monday","weekday","July","Standard","nm6160732","Mónica Esmeralda León",200,"1991-07-20","Drama",7.6,559,8
"tt3505898","Strive",2019,2,5,1,"2019-05-19",82,"USA","","English","Aletheia Films","Sunday","weekend","May","Short ","nm3163495","Robert Rippberger",0,"1988-09-07","Drama",8.8,276,9
"tt3509978","Furthest Witness",2017,1,1,1,"2017-01-01",87,"UK, USA","","English","Animus Pictures","Sunday","weekend","January","Short ","nm4292047","Adam Del Giudice",200,"","Crime",4.1,330,4
"tt3509978","Furthest Witness",2017,1,1,1,"2017-01-01",87,"UK, USA","","English","Animus Pictures","Sunday","weekend","January","Short ","nm4292047","Adam Del Giudice",200,"","Drama",4.1,330,4
"tt3509978","Furthest Witness",2017,1,1,1,"2017-01-01",87,"UK, USA","","English","Animus Pictures","Sunday","weekend","January","Short ","nm4292047","Adam Del Giudice",200,"","Thriller",4.1,330,4
"tt3517306","Welcome to Curiosity",2018,3,7,4,"2018-07-11",95,"UK","","English","Shooting Tiger Pictures","Wednesday","weekday","July","Standard","nm3398958","Ben Pickering",200,"1979-06-23","Thriller",5.4,1140,7
"tt3517870","Mine 9",2019,1,3,6,"2019-03-08",83,"USA","$ 226421","English","Emphatic Films","Friday","weekday","March","Short ","nm2077225","Eddie Mensore",76,"","Drama",7.4,503,9
"tt3520216","Fair Haven",2017,1,3,4,"2017-03-01",90,"USA","","English","Trick Candle Productions","Wednesday","weekday","March","Standard","nm3129003","Kerstin Karlhuber",0,"","Drama",6.7,1532,7
"tt3520714","The Lighthouse",2018,3,7,6,"2018-07-06",102,"UK","","","Dogs Of Annwn","Friday","weekday","July","Standard","nm3790615","Chris Crow",200,"1972-08-14","Thriller",5.1,451,5
"tt3526622","Slay Belles",2018,4,12,3,"2018-12-04",77,"USA","","English","","Tuesday","weekday","December","Short ","nm0907655","Dan Walker",81,"","Adventure",4.1,212,5
"tt3526622","Slay Belles",2018,4,12,3,"2018-12-04",77,"USA","","English","","Tuesday","weekday","December","Short ","nm0907655","Dan Walker",81,"","Horror",4.1,212,5
"tt3530328","Haunted",2017,1,1,1,"2017-01-01",86,"Italy","$ 215092","English","Funny Dreamers","Sunday","weekend","January","Short ","nm4435811","Eros D Antona",200,"1985-07-20","Horror",4.6,608,6
"tt3530328","Haunted",2017,1,1,1,"2017-01-01",86,"Italy","$ 215092","English","Funny Dreamers","Sunday","weekend","January","Short ","nm4435811","Eros D Antona",200,"1985-07-20","Thriller",4.6,608,6
"tt3531202","Pilgrimage",2017,3,8,4,"2017-08-02",96,"Ireland, Belgium, USA","$ 23689","English, Irish, French, Latin","Savage Productions","Wednesday","weekday","August","Standard","nm1119099","Brendan Muldowney",0,"","Action",5.8,3897,6
"tt3531202","Pilgrimage",2017,3,8,4,"2017-08-02",96,"Ireland, Belgium, USA","$ 23689","English, Irish, French, Latin","Savage Productions","Wednesday","weekday","August","Standard","nm1119099","Brendan Muldowney",0,"","Drama",5.8,3897,6
"tt3548028","Aardvark",2018,2,4,6,"2018-04-13",89,"USA","","English","Before The Door Pictures","Friday","weekday","April","Short ","nm1719084","Brian Shoaf",0,"","Drama",4.5,445,5
"tt3548276","Retribution",2017,3,9,7,"2017-09-02",75,"UK","","English","From The Ashes Films","Saturday","weekend","September","Short ","nm1322293","David Bispham",0,"","Crime",6.0,466,8
"tt3548276","Retribution",2017,3,9,7,"2017-09-02",75,"UK","","English","From The Ashes Films","Saturday","weekend","September","Short ","nm1322293","David Bispham",0,"","Drama",6.0,466,8
"tt3548276","Retribution",2017,3,9,7,"2017-09-02",75,"UK","","English","From The Ashes Films","Saturday","weekend","September","Short ","nm1322293","David Bispham",0,"","Thriller",6.0,466,8
"tt3548276","Retribution",2017,3,9,7,"2017-09-02",75,"UK","","English","From The Ashes Films","Saturday","weekend","September","Short ","nm2104225","Danny Albury",0,"","Crime",6.0,466,8
"tt3548276","Retribution",2017,3,9,7,"2017-09-02",75,"UK","","English","From The Ashes Films","Saturday","weekend","September","Short ","nm2104225","Danny Albury",0,"","Drama",6.0,466,8
"tt3548276","Retribution",2017,3,9,7,"2017-09-02",75,"UK","","English","From The Ashes Films","Saturday","weekend","September","Short ","nm2104225","Danny Albury",0,"","Thriller",6.0,466,8
"tt3552592","Fetish Factory",2017,1,1,1,"2017-01-01",71,"USA","","English","Blancbiehn Productions","Sunday","weekend","January","Short ","nm2672601","Staci Layne Wilson",0,"1966-08-23","Comedy",2.6,135,2
"tt3552592","Fetish Factory",2017,1,1,1,"2017-01-01",71,"USA","","English","Blancbiehn Productions","Sunday","weekend","January","Short ","nm2672601","Staci Layne Wilson",0,"1966-08-23","Horror",2.6,135,2
"tt3552592","Fetish Factory",2017,1,1,1,"2017-01-01",71,"USA","","English","Blancbiehn Productions","Sunday","weekend","January","Short ","nm2672601","Staci Layne Wilson",0,"1966-08-23","Sci-Fi",2.6,135,2
"tt3563342","The Middle of X",2018,3,9,3,"2018-09-18",81,"USA","","English","Last Man Standing","Tuesday","weekday","September","Short ","nm0644100","Peter Skillman Odiorne",0,"","Drama",3.9,126,7
"tt3564122","Arise from Darkness",2018,3,7,2,"2018-07-16",90,"USA","$ 6112","Hebrew, Spanish, English","Ave Fenix Pictures","Monday","weekday","July","Standard","nm6160730","La Raza",0,"","Thriller",7.6,593,9
"tt3565066","Dance Baby Dance",2018,1,1,6,"2018-01-19",93,"USA","","English","Wings of Hope Productions","Friday","weekday","January","Standard","nm1508002","Stephen Kogon",0,"","Drama",6.5,110,8
"tt3568380","No Solicitors",2018,1,1,3,"2018-01-02",99,"USA","","English","Death By Solicitation","Tuesday","weekday","January","Standard","nm0130327","John Callas",0,"","Horror",4.5,143,6
"tt3581478","Heidi",2017,1,1,1,"2017-01-01",97,"USA","","English","Neon Mirage","Sunday","weekend","January","Standard","nm4705143","Daniel Ray",0,"","Horror",4.6,511,5
"tt3582020","Jawbone",2017,2,5,6,"2017-05-12",91,"UK","$ 33919","English","EMU Films","Friday","weekday","May","Standard","nm0621168","Thomas Napper",200,"1970-06-26","Action",6.4,2241,7
"tt3582020","Jawbone",2017,2,5,6,"2017-05-12",91,"UK","$ 33919","English","EMU Films","Friday","weekday","May","Standard","nm0621168","Thomas Napper",200,"1970-06-26","Drama",6.4,2241,7
"tt3591696","The Dark Below",2017,1,3,6,"2017-03-10",75,"USA","$ 7095","English","Dead Wait Productons","Friday","weekday","March","Short ","nm0776553","Douglas Schulze",0,"","Horror",4.2,250,5
"tt3591696","The Dark Below",2017,1,3,6,"2017-03-10",75,"USA","$ 7095","English","Dead Wait Productons","Friday","weekday","March","Short ","nm0776553","Douglas Schulze",0,"","Thriller",4.2,250,5
"tt3591836","Date of the Dead",2017,3,8,5,"2017-08-17",98,"USA","","English","Double Bastard Films","Thursday","weekday","August","Standard","nm4657066","Grant Nelson",0,"","Comedy",4.1,106,4
"tt3591836","Date of the Dead",2017,3,8,5,"2017-08-17",98,"USA","","English","Double Bastard Films","Thursday","weekday","August","Standard","nm4657066","Grant Nelson",0,"","Horror",4.1,106,4
"tt3592750","Us and Them",2018,1,3,6,"2018-03-16",83,"UK","","English","Into the Woods","Friday","weekday","March","Short ","nm5630563","Joe Martin",0,"","Crime",5.1,604,6
"tt3592750","Us and Them",2018,1,3,6,"2018-03-16",83,"UK","","English","Into the Woods","Friday","weekday","March","Short ","nm5630563","Joe Martin",0,"","Drama",5.1,604,6
"tt3592750","Us and Them",2018,1,3,6,"2018-03-16",83,"UK","","English","Into the Woods","Friday","weekday","March","Short ","nm5630563","Joe Martin",0,"","Thriller",5.1,604,6
"tt3592904","Cross Wars",2017,1,2,3,"2017-02-07",98,"USA","","","Morningstar Films","Tuesday","weekday","February","Standard","nm1189201","Patrick Durham",84,"","Action",2.3,467,2
"tt3592904","Cross Wars",2017,1,2,3,"2017-02-07",98,"USA","","","Morningstar Films","Tuesday","weekday","February","Standard","nm1189201","Patrick Durham",84,"","Fantasy",2.3,467,2
"tt3596436","Home for Christmas",2017,4,11,6,"2017-11-10",102,"UK","","English","Jump Start Productions","Friday","weekday","November","Standard","nm4335588","Jamie Patterson",200,"1986-10-21","Comedy",5.5,221,6
"tt3596436","Home for Christmas",2017,4,11,6,"2017-11-10",102,"UK","","English","Jump Start Productions","Friday","weekday","November","Standard","nm4335588","Jamie Patterson",200,"1986-10-21","Romance",5.5,221,6
"tt3598108","Bad Girl",2017,2,4,5,"2017-04-27",87,"Australia","","English","Kmunications","Thursday","weekday","April","Short ","nm1168930","Fin Edquist",0,"","Drama",5.6,356,6
"tt3598108","Bad Girl",2017,2,4,5,"2017-04-27",87,"Australia","","English","Kmunications","Thursday","weekday","April","Short ","nm1168930","Fin Edquist",0,"","Thriller",5.6,356,6
"tt3602422","Shed of the Dead",2019,2,5,2,"2019-05-20",82,"UK","$ 38901","English","7DM Studios","Monday","weekday","May","Short ","nm2777774","Drew Cullingham",0,"","Comedy",5.8,1880,7
"tt3602422","Shed of the Dead",2019,2,5,2,"2019-05-20",82,"UK","$ 38901","English","7DM Studios","Monday","weekday","May","Short ","nm2777774","Drew Cullingham",0,"","Horror",5.8,1880,7
"tt3604156","Aliens: Zone of Silence",2017,4,10,3,"2017-10-24",79,"USA, Mexico","","English","Punch Media","Tuesday","weekday","October","Short ","nm0288651","Andy Fowler",0,"","Horror",3.5,432,3
"tt3604156","Aliens: Zone of Silence",2017,4,10,3,"2017-10-24",79,"USA, Mexico","","English","Punch Media","Tuesday","weekday","October","Short ","nm0288651","Andy Fowler",0,"","Mystery",3.5,432,3
"tt3604156","Aliens: Zone of Silence",2017,4,10,3,"2017-10-24",79,"USA, Mexico","","English","Punch Media","Tuesday","weekday","October","Short ","nm0288651","Andy Fowler",0,"","Sci-Fi",3.5,432,3
"tt3606752","Cars 3",2017,3,7,6,"2017-07-14",102,"USA","$ 383930656","English","Pixar Animation Studios","Friday","weekday","July","Standard","nm0270263","Brian Fee",0,"","Adventure",6.7,63811,7
"tt3606752","Cars 3",2017,3,7,6,"2017-07-14",102,"USA","$ 383930656","English","Pixar Animation Studios","Friday","weekday","July","Standard","nm0270263","Brian Fee",0,"","Comedy",6.7,63811,7
"tt3606756","Incredibles 2",2018,3,7,6,"2018-07-13",118,"USA","$ 1242805359","English","Walt Disney Pictures","Friday","weekday","July","Standard","nm0083348","Brad Bird",200,"1957-09-24","Action",7.7,219133,8
"tt3606756","Incredibles 2",2018,3,7,6,"2018-07-13",118,"USA","$ 1242805359","English","Walt Disney Pictures","Friday","weekday","July","Standard","nm0083348","Brad Bird",200,"1957-09-24","Adventure",7.7,219133,8
"tt3615160","Gyakusatsu kikan",2017,1,2,6,"2017-02-03",115,"Japan","$ 4752","Japanese, English, Georgian, Hindi","Geno Studio","Friday","weekday","February","Standard","nm0613562","Shûkô Murase",0,"","Sci-Fi",6.4,567,7
"tt3615952","eHero",2018,1,1,2,"2018-01-01",85,"Canada","","English","Diamondbox Entertainment","Monday","weekday","January","Short ","nm2960596","Joseph Procopio",0,"","Drama",6.0,432,8
"tt3616934","Blood, Sand and Gold",2017,1,3,6,"2017-03-24",90,"USA, Hong Kong, Mexico, Morocco, Switzerland, United Arab Emirates","","English","American Film Productions","Friday","weekday","March","Standard","nm0174983","Gaelan Connell",0,"1989-05-19","Action",3.8,394,4
"tt3629032","Bunnyman Vengeance",2017,4,10,2,"2017-10-30",108,"USA","","English","ANOC Productions","Monday","weekday","October","Standard","nm1637798","Carl Lindbergh",0,"","Horror",2.8,226,3
"tt3630800","Another Yeti a Love Story: Life on the Streets",2017,1,2,3,"2017-02-14",77,"USA","","English","","Tuesday","weekday","February","Short ","nm0331621","Eric Gosselin",0,"1982-08-30","Comedy",4.0,132,5
"tt3630800","Another Yeti a Love Story: Life on the Streets",2017,1,2,3,"2017-02-14",77,"USA","","English","","Tuesday","weekday","February","Short ","nm0331621","Eric Gosselin",0,"1982-08-30","Horror",4.0,132,5
"tt3630800","Another Yeti a Love Story: Life on the Streets",2017,1,2,3,"2017-02-14",77,"USA","","English","","Tuesday","weekday","February","Short ","nm1951858","Adam Deyoe",0,"1982-08-21","Comedy",4.0,132,5
"tt3630800","Another Yeti a Love Story: Life on the Streets",2017,1,2,3,"2017-02-14",77,"USA","","English","","Tuesday","weekday","February","Short ","nm1951858","Adam Deyoe",0,"1982-08-21","Horror",4.0,132,5
"tt3639656","The Inherited",2017,2,5,1,"2017-05-28",90,"USA","","English","Bright October Productions","Sunday","weekend","May","Standard","nm0347957","Devon Gummersall",200,"1978-10-15","Horror",4.3,211,5
"tt3639656","The Inherited",2017,2,5,1,"2017-05-28",90,"USA","","English","Bright October Productions","Sunday","weekend","May","Standard","nm0347957","Devon Gummersall",200,"1978-10-15","Mystery",4.3,211,5
"tt3639656","The Inherited",2017,2,5,1,"2017-05-28",90,"USA","","English","Bright October Productions","Sunday","weekend","May","Standard","nm0347957","Devon Gummersall",200,"1978-10-15","Thriller",4.3,211,5
"tt3643544","Glass Jaw",2018,4,10,6,"2018-10-26",98,"USA","","English","AZ Film Studios","Friday","weekday","October","Standard","nm0147985","Jeff Celentano",200,"1960-05-24","Drama",7.2,3812,9
"tt3643544","Glass Jaw",2018,4,10,6,"2018-10-26",98,"USA","","English","AZ Film Studios","Friday","weekday","October","Standard","nm0147985","Jeff Celentano",200,"1960-05-24","Thriller",7.2,3812,9
"tt3645988","Abgeschnitten",2018,4,10,5,"2018-10-11",132,"Germany","$ 1228051","German","Regina Ziegler Filmproduktion","Thursday","weekday","October","Long","nm0023355","Christian Alvart",0,"1974-05-28","Action",6.7,1572,7
"tt3645988","Abgeschnitten",2018,4,10,5,"2018-10-11",132,"Germany","$ 1228051","German","Regina Ziegler Filmproduktion","Thursday","weekday","October","Long","nm0023355","Christian Alvart",0,"1974-05-28","Crime",6.7,1572,7
"tt3645988","Abgeschnitten",2018,4,10,5,"2018-10-11",132,"Germany","$ 1228051","German","Regina Ziegler Filmproduktion","Thursday","weekday","October","Long","nm0023355","Christian Alvart",0,"1974-05-28","Horror",6.7,1572,7
"tt3647784","Juarez 2045",2018,1,2,7,"2018-02-17",90,"USA, Canada","","","Abrupt Films","Saturday","weekend","February","Standard","nm2211997","Chris Le",0,"1988-11-24","Action",2.8,195,3
"tt3647784","Juarez 2045",2018,1,2,7,"2018-02-17",90,"USA, Canada","","","Abrupt Films","Saturday","weekend","February","Standard","nm2211997","Chris Le",0,"1988-11-24","Adventure",2.8,195,3
"tt3647784","Juarez 2045",2018,1,2,7,"2018-02-17",90,"USA, Canada","","","Abrupt Films","Saturday","weekend","February","Standard","nm2211997","Chris Le",0,"1988-11-24","Sci-Fi",2.8,195,3
"tt3653132","Ivan and the Dogs",2018,2,6,6,"2018-06-08",92,"UK","$ 4767","Russian, English","Salon Pictures","Friday","weekday","June","Standard","nm0467836","Andrew Kotting",0,"1958-12-06","Drama",6.8,125,8
